Genes,ProtDesc,X5_vs_X5H,Diff_Abund,negLog10_sca_adjPval,sca.t,sca.P.Value,AveExpr,count,sca.adj.pval,P.Value,adj.P.Val,logFC
MARK3,MAP/microtubule affinity-regulating kinase 3,1.95,Non-significant,0.604,1.52059863390091,0.157613411913143,15.2,1,0.248601064218375,0.177861428519692,0.270959338967821,1.95
RALGAPA1,Ral GTPase-activating protein subunit alpha-1,0.28,Non-significant,0.604,1.52054828377527,0.157625905768007,15.55,7,0.248601064218375,0.176884620361575,0.269749046051402,0.28
SLC27A6,Long-chain fatty acid transport protein 6,-0.23,Non-significant,0.604,-1.52066220371273,0.157597638959357,18.38,1,0.248601064218375,0.069434597218252,0.130348815517448,-0.23
ITGA1,Integrin alpha-1,-0.29,Non-significant,0.604,-1.51921482614689,0.157957102150441,16.19,3,0.248969678589281,0.155948460253603,0.245686323840471,-0.29
PECAM1,Platelet endothelial cell adhesion molecule,-0.31,Non-significant,0.604,-1.51896870123612,0.158018299165453,15.44,3,0.248999807233552,0.157922432040877,0.247550294566843,-0.31
FNDC3A,Fibronectin type-III domain-containing protein 3A,-0.16,Non-significant,0.603,-1.51810427121909,0.15823339584515,17.38,13,0.249272365073416,0.187204568759208,0.281926554682675,-0.16
RSRC1,Serine/Arginine-related protein 53,-0.73,Non-significant,0.603,-1.51782874750817,0.15830200793513,14.61,1,0.249314075313325,0.169670855348054,0.260899805377972,-0.73
PPM1B,Protein phosphatase 1B,0.17,Non-significant,0.603,1.51729515697514,0.158434958294619,17.92,4,0.249457064456961,0.137421482104795,0.22283445042863,0.17
KHDRBS1,"KH domain-containing, RNA-binding, signal transduction-associated protein 1",-0.11,Non-significant,0.603,-1.51683582117245,0.158549484751818,21.85,8,0.249570976663077,0.17411825441253,0.266173559655699,-0.11
MED25,Mediator of RNA polymerase II transcription subunit 25,-0.32,Non-significant,0.602,-1.5157344856311,0.158824373771296,15.8,1,0.249930435567167,0.125138669231429,0.20683751838305,-0.32
SLC26A1,Sulfate anion transporter 1,-0.5,Non-significant,0.602,-1.51558257087243,0.158862323503146,14.72,1,0.249930435567167,0.158467030852622,0.248121043015338,-0.5
PTER,Phosphotriesterase-related protein,0.4,Non-significant,0.602,1.5150362175005,0.158998872672288,15.57,3,0.25007876916585,0.168267146382264,0.259145420391425,0.4
GPR179,Probable G-protein coupled receptor 179,-0.22,Non-significant,0.601,-1.51335462553422,0.159419788613124,17.26,3,0.250674166681865,0.139828788013213,0.22593307992195,-0.22
GEMIN4,Gem-associated protein 4,0.28,Non-significant,0.601,1.5127157629302601,0.159579953923571,16.03,12,0.250859348396857,0.18326691723467,0.27705425377556,0.28
TXLNG,Gamma-taxilin,0.19,Non-significant,0.6,1.51235164406958,0.159671302271771,15.53,5,0.25093628035646,0.16309222008777,0.25301957689023,0.19
NHP2,H/ACA ribonucleoprotein complex subunit 2,-0.13,Non-significant,0.6,-1.51217601047205,0.159715380555186,19.46,4,0.250938902481422,0.10548166757965,0.180594625887959,-0.13
RPL9,60S ribosomal protein L9,0.08,Non-significant,0.6,1.5110486175406601,0.159998570298745,21.34,10,0.251317106572253,0.19186849272159,0.287559744537398,0.08
RBM4,RNA-binding protein 4B;RNA-binding protein 4,-0.11,Non-significant,0.599,-1.51001587880829,0.160258365342933,18.04,5,0.251658372540907,0.122012363765315,0.202659509305933,-0.11
SF3B3,Splicing factor 3B subunit 3,0.06,Non-significant,0.599,1.5098171703661,0.160308394176663,20.3,41,0.251670142834522,0.26439780988137,0.367984853509898,0.06
HGH1,Protein HGH1 homolog,0.49,Non-significant,0.598,1.50765514500231,0.1608536017565,15.35,2,0.252459087955758,0.168914703045075,0.259872152344697,0.49
GIPC2,PDZ domain-containing protein GIPC2,0.24,Non-significant,0.597,1.50688966864929,0.161047019606567,17.48,5,0.252695628483706,0.170796588248357,0.262383315163296,0.24
NCKIPSD,NCK-interacting protein with SH3 domain,0.26,Non-significant,0.596,1.50490834678803,0.161548587623418,16.73,3,0.253415427616056,0.153529860119569,0.243222538775767,0.26
CPSF3,Cleavage and polyadenylation specificity factor subunit 3,-0.08,Non-significant,0.595,-1.5035084286691,0.161903788289667,18.91,13,0.253905304879396,0.210012095583303,0.308076639613309,-0.08
PKN2,Serine/threonine-protein kinase N2,0.09,Non-significant,0.595,1.50319421970191,0.161983605125849,17.77,20,0.253963166807008,0.218003087185612,0.317558903711784,0.09
SNF8,Vacuolar-sorting protein SNF8,0.28,Non-significant,0.593,1.50048342063912,0.162673628630615,17.92,3,0.254977446518504,0.159194061046179,0.248864269276154,0.28
BHLHE40,Class E basic helix-loop-helix protein 40,0.41,Non-significant,0.593,1.49947637853964,0.162930613557124,14.98,1,0.255312616635991,0.151436075094885,0.240614193430836,0.41
PEX2,Peroxisome biogenesis factor 2,-0.46,Non-significant,0.593,-1.49872485379818,0.163122621977778,13.86,1,0.255545817909058,0.159336953545289,0.248977591188384,-0.46
DDB2,DNA damage-binding protein 2,0.22,Non-significant,0.593,1.49853240901373,0.163171821462077,18.72,3,0.255555232289865,0.144005087824453,0.231166062033991,0.22
BEGAIN,Brain-enriched guanylate kinase-associated protein,-0.53,Non-significant,0.592,-1.49769316862218,0.163386527340946,14.25,1,0.255823784672236,0.166070789662567,0.256676068432347,-0.53
CMC1,COX assembly mitochondrial protein homolog,-0.35,Non-significant,0.592,-1.49718696296612,0.163516149654821,18.07,2,0.255959009922639,0.157067023738132,0.246581475048694,-0.35
ABR,Active breakpoint cluster region-related protein,0.67,Non-significant,0.589,1.49351230107382,0.1644597712275,14.19,2,0.257368015433249,0.179093980295549,0.272416216300454,0.67
SLC19A2,Thiamine transporter 1,-0.49,Non-significant,0.589,-1.49311109523346,0.164563081361392,14.54,1,0.257461595033145,0.163622063229592,0.253575628111444,-0.49
COG8,Conserved oligomeric Golgi complex subunit 8,0.16,Non-significant,0.589,1.49231061691182,0.164769371054195,17.77,13,0.257716195751433,0.19406646116775,0.289387916010478,0.16
MAPKAPK2,MAP kinase-activated protein kinase 2;MAP kinase-activated protein kinase 2,0.38,Non-significant,0.586,1.48839297747667,0.165782197265563,14.41,1,0.259231834360554,0.148726047476599,0.236880759870534,0.38
ELAVL1,ELAV-like protein 1,-0.08,Non-significant,0.586,-1.48731145844046,0.166062745334604,21.53,13,0.259534499861834,0.21369002638219,0.312352738661912,-0.08
PYCR1,"Pyrroline-5-carboxylate reductase 1, mitochondrial;Pyrroline-5-carboxylate reductase 1, mitochondrial;Pyrroline-5-carboxylate reductase 2",-0.2,Non-significant,0.586,-1.48730862489458,0.166063480898581,21.18,2,0.259534499861834,0.097426312055678,0.168904625969366,-0.2
SLC30A1,Zinc transporter 1,-0.16,Non-significant,0.584,-1.48501450275372,0.166659936803309,20.07,11,0.260397899673932,0.192959599017663,0.288599427118792,-0.16
PTMA,Prothymosin alpha,2.34,Non-significant,0.584,1.48449892794732,0.166794236273603,15.5,4,0.260538937706153,0.188684873074759,0.283722590592972,2.34
MPZL2,Myelin protein zero-like protein 2,0.47,Non-significant,0.582,1.48073969333677,0.167776278929585,16.7,3,0.262003758887927,0.180928552105302,0.274365123910589,0.47
FARP2,"FERM, ARHGEF and pleckstrin domain-containing protein 2",0.14,Non-significant,0.582,1.4804839227451,0.167843275458694,16.93,6,0.262034890314964,0.171557496523633,0.26298075309076,0.14
FMC1,Protein FMC1 homolog,-0.23,Non-significant,0.582,-1.48032549945993,0.167884784381279,17.97,1,0.262034890314964,0.07253880143102,0.134675898358125,-0.23
PPP1CA,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit;Serine/threonine-protein phosphatase PP1-gamma catalytic subunit;Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,0.12,Non-significant,0.582,1.47997292011971,0.167977196359654,19.71,6,0.262055717718681,0.161583495506746,0.251171896575615,0.12
ZFAND6,AN1-type zinc finger protein 6,0.42,Non-significant,0.582,1.47993664881501,0.167986705645928,14.12,2,0.262055717718681,0.171511850802422,0.26298075309076,0.42
FAS,Tumor necrosis factor receptor superfamily member 6,0.45,Non-significant,0.581,1.47931838319902,0.16814886821104,14.01,2,0.262239550133032,0.174229316842149,0.266248674523501,0.45
SSH3,Protein phosphatase Slingshot homolog 3,0.74,Non-significant,0.581,1.47832827626349,0.168408840018354,14.92,1,0.262575785609644,0.180728809789478,0.274268368177569,0.74
CYBC1,Cytochrome b-245 chaperone 1,-0.28,Non-significant,0.579,-1.47527086844876,0.169213803676582,17.04,2,0.263761347827802,0.147695087891413,0.235741534467475,-0.28
RABEP1,Rab GTPase-binding effector protein 1,-0.38,Non-significant,0.578,-1.47466828287956,0.169372843633435,14.03,2,0.263939719720579,0.168862312518547,0.25985911655975,-0.38
SMARCD2,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2,-0.13,Non-significant,0.578,-1.47398207293373,0.169554110855667,17.84,9,0.264152626101365,0.192067054751589,0.287784442381654,-0.13
KIF1B,Kinesin-like protein KIF1C;Kinesin-like protein KIF1B,0.2,Non-significant,0.578,1.47341113432436,0.169705055295981,15.82,5,0.26426195604748,0.175752963932892,0.268369106475076,0.2
OMA1,"Metalloendopeptidase OMA1, mitochondrial",-0.4,Non-significant,0.578,-1.47337878804369,0.169713610441173,15.06,1,0.26426195604748,0.156813749703818,0.246445406905044,-0.4
BTBD2,BTB/POZ domain-containing protein 2,0.3,Non-significant,0.578,1.47270407691756,0.169892146678203,14.68,2,0.264400797447377,0.155186660807264,0.244863859199088,0.3
NIPBL,Nipped-B-like protein,-0.13,Non-significant,0.578,-1.4727104025225,0.169890472102619,18,14,0.264400797447377,0.203790644941137,0.30100580282494,-0.13
SLCO2B1,Solute carrier organic anion transporter family member 2B1,-0.23,Non-significant,0.577,-1.47186063642098,0.170115557396387,16.95,4,0.264636203535662,0.171314700107627,0.26298075309076,-0.23
TOMM22,Mitochondrial import receptor subunit TOM22 homolog,-0.24,Non-significant,0.577,-1.47179536290114,0.170132857571347,19.31,5,0.264636203535662,0.180931673736542,0.274365123910589,-0.24
CIDEB,Cell death activator CIDE-B,-0.72,Non-significant,0.577,-1.47088518228504,0.170374250369597,14.17,2,0.264942034017584,0.186401639419201,0.280860326061476,-0.72
SRSF10,Serine/arginine-rich splicing factor 10,-0.08,Non-significant,0.577,-1.47041066848819,0.170500214685065,19.58,9,0.265068252835399,0.193576530033409,0.289192965756221,-0.08
ATP6V1C1,V-type proton ATPase subunit C 1,0.09,Non-significant,0.576,1.46965270561061,0.170701589107985,19.74,9,0.265172303164072,0.193632846727897,0.289192965756221,0.09
DMAP1,DNA methyltransferase 1-associated protein 1,-0.12,Non-significant,0.576,-1.46993372344219,0.170626904925916,17.23,9,0.265172303164072,0.193262821516494,0.288844686767642,-0.12
SLC29A1,Equilibrative nucleoside transporter 1,-0.15,Non-significant,0.576,-1.4697619780521,0.170672545188428,17.68,4,0.265172303164072,0.137079285003833,0.222523492281942,-0.15
OARD1,ADP-ribose glycohydrolase OARD1,0.62,Non-significant,0.576,1.46905699213967,0.170860000542757,15.72,1,0.265348720003017,0.179168328219811,0.27245926447613,0.62
TRIM56,E3 ubiquitin-protein ligase TRIM56,0.13,Non-significant,0.576,1.46881950295549,0.170923188542976,16.9,7,0.26537719932007,0.181454323599789,0.274875891638493,0.13
GTF3C2,General transcription factor 3C polypeptide 2,-0.19,Non-significant,0.576,-1.4686411255821,0.170970662031564,17.84,8,0.265381271574177,0.191217932924918,0.28687538263609,-0.19
MOB2,MOB kinase activator 2,0.29,Non-significant,0.576,1.46808816600511,0.171117898992146,15.75,2,0.265540154297541,0.154476447047373,0.24396310977183,0.29
ANXA6,Annexin,0.17,Non-significant,0.575,1.46709850037932,0.171381689504795,19.23,2,0.265879773675897,0.0649842406146887,0.123826301014727,0.17
S100A10,Protein S100-A10,-0.38,Non-significant,0.575,-1.4664927866836,0.171543311479265,16.77,1,0.26606075334805,0.154936752242669,0.244599990133371,-0.38
VTA1,Vacuolar protein sorting-associated protein VTA1 homolog,0.15,Non-significant,0.575,1.46571043887171,0.171752257939173,19,3,0.266315018403062,0.0940335286185865,0.164322619266443,0.15
DPEP1,Dipeptidase 1,0.13,Non-significant,0.574,1.46510266226759,0.171914731131976,19.48,7,0.266449001778814,0.182400324331406,0.276026270861619,0.13
POLR2J3,DNA-directed RNA polymerase II subunit RPB11-b2,0.15,Non-significant,0.574,1.46495053904842,0.171955417906218,18.64,2,0.266449001778814,0.0259260146187729,0.060826418913275,0.15
TLK2,Serine/threonine-protein kinase tousled-like 2,0.35,Non-significant,0.574,1.46488197021535,0.171973759978585,13.64,1,0.266449001778814,0.149054153241026,0.237339457676843,0.35
PHKA1,"Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform",0.19,Non-significant,0.573,1.46323438976211,0.172414990010717,15.63,8,0.267062695260056,0.192736689461939,0.288422607877161,0.19
ZCRB1,Zinc finger CCHC-type and RNA-binding motif-containing protein 1,0.45,Non-significant,0.573,1.46295360833642,0.172490281290463,14.04,1,0.2671093939795,0.168734689833942,0.259730270485804,0.45
VCP,Transitional endoplasmic reticulum ATPase,0.06,Non-significant,0.572,1.46113384444293,0.172978932391687,22.96,41,0.267796008100893,0.276101407068236,0.380813991986655,0.06
CD2BP2,CD2 antigen cytoplasmic tail-binding protein 2,0.13,Non-significant,0.572,1.46040745217423,0.173174317264879,18.72,5,0.268028363917418,0.157051817829755,0.246581475048694,0.13
PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2;6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2;6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2;6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2;6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3",0.37,Non-significant,0.571,1.45887282542412,0.173587722239141,15.32,1,0.268597947826621,0.156986455081163,0.246581475048694,0.37
MTCH1,Mitochondrial carrier homolog 1,-0.1,Non-significant,0.57,-1.45783495739239,0.173867786559531,18.85,6,0.268929529560942,0.161388974844849,0.251101384211668,-0.1
TMEM256,Transmembrane protein 256,-0.3,Non-significant,0.57,-1.45774190458151,0.173892915345642,17.21,2,0.268929529560942,0.15918955286194,0.248864269276154,-0.3
UFL1,E3 UFM1-protein ligase 1;E3 UFM1-protein ligase 1;Kinesin-associated protein 3,-0.27,Non-significant,0.57,-1.45742038373751,0.173979765535923,17.91,2,0.268993538718593,0.151423279361237,0.240614193430836,-0.27
LIG1,DNA ligase 1,0.51,Non-significant,0.57,1.45700612130189,0.174091722079029,14.1,8,0.269096321719335,0.196194515803815,0.291972572940437,0.51
GTF2H2,General transcription factor IIH subunit 2,-0.13,Non-significant,0.57,-1.45676538952065,0.174156809385246,17.4,5,0.26912662343497,0.159669006659476,0.249277443906099,-0.13
DUSP12,Dual specificity protein phosphatase 12,0.16,Non-significant,0.569,1.45502375772889,0.174628319430753,16.26,2,0.269784795318999,0.0616212150017116,0.118843783952128,0.16
HGFAC,Hepatocyte growth factor activator,0.64,Non-significant,0.569,1.45452059168712,0.174764744101583,13.86,1,0.269925082445593,0.18432067900808,0.27836280186085,0.64
EIPR1,EARP and GARP complex-interacting protein 1,0.15,Non-significant,0.568,1.45376331352536,0.174970238598901,17.94,7,0.270141812184423,0.18959015897372,0.284722073768401,0.15
NOB1,RNA-binding protein NOB1,0.21,Non-significant,0.568,1.4536670419838,0.174996377573583,17.77,7,0.270141812184423,0.193250715826105,0.288844686767642,0.21
SFN,14-3-3 protein theta;14-3-3 protein theta;14-3-3 protein beta/alpha,0.17,Non-significant,0.568,1.45337441467901,0.175075850184188,22.32,8,0.270194002488222,0.194976043338878,0.29023226375752,0.17
DPF2,Zinc finger protein ubi-d4,-0.12,Non-significant,0.567,-1.45118762702462,0.175670721756305,16.55,6,0.271041371742387,0.172497112377543,0.26421574267096,-0.12
KAT8,Histone acetyltransferase KAT8,0.25,Non-significant,0.567,1.4507563123691,0.175788255909533,15.04,5,0.271152009962646,0.188232708110014,0.283258630184881,0.25
BTF3L4,Transcription factor BTF3 homolog 4,0.29,Non-significant,0.567,1.4505156126402,0.175853876293248,18.94,4,0.271182534799882,0.185444402150898,0.279916971307873,0.29
AFG1L,AFG1-like ATPase,-0.18,Non-significant,0.566,-1.4495201225056,0.176125492478867,16.82,8,0.271530625064476,0.196430471640298,0.292250213903858,-0.18
FAM20B,Glycosaminoglycan xylosylkinase,-0.16,Non-significant,0.566,-1.44857247463031,0.176384387844756,17.18,4,0.27185892755338,0.153729777052944,0.243343791017194,-0.16
CPSF1,Cleavage and polyadenylation specificity factor subunit 1,-0.06,Non-significant,0.565,-1.44761021380242,0.17664760785042,19.58,25,0.272193722825765,0.288070611390191,0.393743083297704,-0.06
ZRANB2,Zinc finger Ran-binding domain-containing protein 2,0.19,Non-significant,0.565,1.44726301512384,0.176742664009415,18.37,7,0.272269290013982,0.193958282138681,0.289299509809573,0.19
SEH1L,Nucleoporin SEH1,-0.17,Non-significant,0.565,-1.4468619365627,0.176852525763719,17.99,5,0.272367619714712,0.177690161353674,0.270837888905123,-0.17
OSBPL10,Oxysterol-binding protein-related protein 11;Oxysterol-binding protein-related protein 10,0.28,Non-significant,0.565,1.44625677008467,0.177018400732256,15.8,2,0.272552140809981,0.156242986849124,0.2459316774534,0.28
ATE1,Arginyl-tRNA--protein transferase 1,-0.25,Non-significant,0.564,-1.44557896767216,0.177204342673287,16.74,1,0.272656303925766,0.106095499592453,0.18127839188234,-0.25
LYPLAL1,Lysophospholipase-like protein 1,0.1,Non-significant,0.564,1.44527307201425,0.177288313772225,18.6,7,0.272656303925766,0.181538252457596,0.274932643919016,0.1
RPL36A,60S ribosomal protein L36a,0.47,Non-significant,0.564,1.4453642275972,0.177263287197783,18.03,2,0.272656303925766,0.185548843465418,0.279931796732504,0.47
STRADB,STE20-related kinase adapter protein beta,-1.05,Non-significant,0.564,-1.44547244050847,0.177233581482482,15.46,3,0.272656303925766,0.198046851927979,0.294359011016793,-1.05
ZFP91,E3 ubiquitin-protein ligase ZFP91,0.35,Non-significant,0.564,1.44517058902156,0.177316453862827,15.97,2,0.272656303925766,0.172976008187576,0.264675210873,0.35
TRIM26,Tripartite motif-containing protein 26,0.15,Non-significant,0.564,1.44480731322633,0.177416233926324,16.28,6,0.272738855843611,0.184290002209431,0.27836280186085,0.15
CD46,Membrane cofactor protein,-0.14,Non-significant,0.563,-1.44316479892747,0.177867977299741,19.1,9,0.273261298309397,0.200665020352009,0.297726912091985,-0.14
INHBE,Inhibin beta E chain,0.24,Non-significant,0.563,1.44306800518347,0.177894629218827,14.24,4,0.273261298309397,0.181297385458711,0.274778849835858,0.24
NUCB2,Nucleobindin-2,-0.13,Non-significant,0.563,-1.44319195952673,0.177860499307389,19.41,11,0.273261298309397,0.207140519771283,0.304660814190078,-0.13
DVL2,Segment polarity protein dishevelled homolog DVL-2,0.35,Non-significant,0.563,1.44162354470552,0.1782927625867,13.97,1,0.273730741106774,0.155280193600967,0.244880838362719,0.35
TRMT112,Multifunctional methyltransferase subunit TRM112-like protein,0.1,Non-significant,0.563,1.4416714687068,0.17827954123041,18.26,5,0.273730741106774,0.129545599851743,0.212627271656799,0.1
USP33,Ubiquitin carboxyl-terminal hydrolase 33,0.35,Non-significant,0.563,1.44124901718872,0.178396116676276,13.98,1,0.273818371562523,0.15789784753346,0.247550294566843,0.35
LRRC41,Leucine-rich repeat-containing protein 41,0.18,Non-significant,0.562,1.44049690723704,0.178603822129897,16.36,9,0.274066082868932,0.201330766771004,0.298265935649482,0.18
HP,Haptoglobin,0.3,Non-significant,0.562,1.43937437582401,0.178914207835294,16.93,5,0.274471186870996,0.194402493336193,0.289742960471097,0.3
TAF10,Transcription initiation factor TFIID subunit 10,0.29,Non-significant,0.561,1.43902970227523,0.179009604013392,15.52,3,0.27454635224138,0.178111764892795,0.271245499691506,0.29
STRN4,Striatin-4,0.14,Non-significant,0.561,1.43881108661736,0.179070133282143,16.54,4,0.274568017266245,0.144850672477386,0.232238600785162,0.14
SNAP23,Synaptosomal-associated protein 23,-0.15,Non-significant,0.561,-1.43863697733597,0.179118352306983,18.68,7,0.274570800673684,0.19378749096127,0.289286403000612,-0.15
H2AZ1,Histone H2A.Z,-0.15,Non-significant,0.561,-1.43809721796776,0.179267907282796,22.87,5,0.274722845661783,0.171404928536859,0.26298075309076,-0.15
SPAG9,C-Jun-amino-terminal kinase-interacting protein 4,0.73,Non-significant,0.561,1.43794393150367,0.17931039884161,13.88,1,0.274722845661783,0.192356580671574,0.288072358348191,0.73
RBM34,RNA-binding protein 34,-0.11,Non-significant,0.561,-1.43720201587556,0.179516181765311,17.67,12,0.274966929201487,0.21347962848046,0.31223274778409,-0.11
PODXL,Podocalyxin,0.34,Non-significant,0.56,1.43661128423573,0.179680175009758,15.86,4,0.275146893253815,0.192916654950133,0.288599427118792,0.34
DPM3,Dolichol-phosphate mannosyltransferase subunit 3,-0.21,Non-significant,0.56,-1.43585722334174,0.179889695458367,19.38,3,0.275254028452847,0.1575479845248,0.247139826201814,-0.21
DYNLT1,Dynein light chain Tctex-type 1,0.17,Non-significant,0.56,1.43591456189387,0.179873756286841,17.72,3,0.275254028452847,0.136000451715783,0.221379552352762,0.17
TEX2,Testis-expressed protein 2,-0.37,Non-significant,0.56,-1.43595683701123,0.179862005271623,15.39,1,0.275254028452847,0.162363394145367,0.25215333416224,-0.37
PPAN,Suppressor of SWI4 1 homolog,-0.19,Non-significant,0.56,-1.43551045307094,0.179986117497366,17.03,4,0.275330366399151,0.172367104848876,0.264153369435586,-0.19
PSAP,Prosaposin,-0.08,Non-significant,0.559,-1.43425029469167,0.180336884318859,21.58,20,0.275795643451716,0.240585455101486,0.343105359806097,-0.08
GIPC1,PDZ domain-containing protein GIPC1,0.25,Non-significant,0.559,1.4335553919616,0.180530560158409,16.15,5,0.276020497275789,0.193001171727068,0.288599427118792,0.25
AHCYL1,S-adenosylhomocysteine hydrolase-like protein 1;S-adenosylhomocysteine hydrolase-like protein 1,-0.39,Non-significant,0.559,-1.43305891368745,0.180669041616965,16.14,8,0.276160867798393,0.202841290460768,0.299903027400391,-0.39
GTF3C3,General transcription factor 3C polypeptide 3,-0.1,Non-significant,0.559,-1.43255822018428,0.180808790325328,18.06,13,0.276303102364402,0.220650863769307,0.320547793008344,-0.1
MRPS26,"28S ribosomal protein S26, mitochondrial",-0.11,Non-significant,0.558,-1.43170802401003,0.181046299432651,18.73,7,0.276594617542731,0.189412453531311,0.284599666720357,-0.11
IPO5,Importin-5;Importin-5;Ran-binding protein 6,0.21,Non-significant,0.558,1.4315362978538,0.181094304703071,17.72,1,0.276596541282413,0.0759909036925963,0.13968256512864,0.21
RPL19,60S ribosomal protein L19,-0.11,Non-significant,0.558,-1.43062125088728,0.181350284476307,22.6,4,0.276916034386145,0.111912503169457,0.1891420397754,-0.11
MOB4,MOB-like protein phocein,0.24,Non-significant,0.555,1.4269998239132,0.182366379842212,17.99,5,0.278395735171922,0.194570606005958,0.289847501444424,0.24
FBXO6,F-box only protein 6,0.61,Non-significant,0.555,1.42643541194849,0.182525176667459,13.91,1,0.278566280717398,0.191579061727483,0.287271492205149,0.61
SPOUT1,Putative methyltransferase C9orf114,-0.23,Non-significant,0.555,-1.42563143657784,0.182751577221717,16.45,7,0.278839887163718,0.202151184505559,0.299131672491699,-0.23
ZMYM3,Zinc finger MYM-type protein 3;Zinc finger MYM-type protein 3;Zinc finger MYM-type protein 4,-0.45,Non-significant,0.555,-1.42533636895995,0.182834728460913,15.8,1,0.278894841016557,0.179723636535828,0.272952966473947,-0.45
AMT,"Aminomethyltransferase, mitochondrial",-0.31,Non-significant,0.553,-1.42347603817932,0.18335971713124,17.43,3,0.279623568625141,0.186305878000441,0.280859077739773,-0.31
SLC6A6,Sodium- and chloride-dependent taurine transporter;Sodium- and chloride-dependent taurine transporter;Sodium- and chloride-dependent creatine transporter 1,-0.2,Non-significant,0.552,-1.42179043935701,0.183836500346521,17.58,1,0.28027842632063,0.0656732881229887,0.124615219903179,-0.2
MAU2,MAU2 chromatid cohesion factor homolog,-0.59,Non-significant,0.552,-1.42096159502104,0.184071330152485,14.1,1,0.280564157782652,0.192192173871183,0.287899010834376,-0.59
SENP2,Sentrin-specific protease 2,-0.36,Non-significant,0.552,-1.42076392629616,0.184127371603819,13.92,1,0.280577300484109,0.166723292270795,0.257505017062462,-0.36
MTF2,Metal-response element-binding transcription factor 2,0.63,Non-significant,0.551,1.41857528444445,0.18474884541139,13.72,1,0.281451832723789,0.194920226138135,0.290222188741657,0.63
DDI2,Protein DDI1 homolog 2,0.08,Non-significant,0.55,1.41812003183375,0.184878339425783,19.35,15,0.28157661116663,0.242549987392117,0.345324416602299,0.08
FZD7,Frizzled-7,-0.33,Non-significant,0.55,-1.41757810898137,0.185032586581939,14.46,1,0.281739015647281,0.159635558313325,0.249277443906099,-0.33
PACS1,Phosphofurin acidic cluster sorting protein 1,0.24,Non-significant,0.55,1.41662646153029,0.185303717302022,16.69,6,0.282079262998731,0.202218470503092,0.299131672491699,0.24
FXR1,Fragile X mental retardation syndrome-related protein 1;Fragile X mental retardation syndrome-related protein 1;Fragile X mental retardation syndrome-related protein 1;Fragile X mental retardation syndrome-related protein 2,0.17,Non-significant,0.55,1.4163202078398,0.18539104259055,19.02,1,0.282139608798427,0.0133320430053483,0.0377805069265545,0.17
RWDD1,RWD domain-containing protein 1,0.23,Non-significant,0.549,1.41567498705995,0.185575135183022,17.22,3,0.282347152192837,0.172441176352779,0.264198456882287,0.23
FAM162A,Protein FAM162A,-0.16,Non-significant,0.549,-1.41533801247599,0.185671341369585,21.83,5,0.282420686436205,0.182861543023731,0.276512075152419,-0.16
FUBP1,Far upstream element-binding protein 2;Far upstream element-binding protein 1;Far upstream element-binding protein 1;Far upstream element-binding protein 3,0.18,Non-significant,0.549,1.41517139240757,0.185718926977062,19.83,1,0.282420686436205,0.0316324812682655,0.0710859824019472,0.18
GOLGA1,Golgin subfamily A member 1,-0.16,Non-significant,0.549,-1.41489065742029,0.185799126426039,17.18,11,0.282470049091181,0.212527659943582,0.311037883721537,-0.16
EPN2,Epsin-2,-0.19,Non-significant,0.548,-1.41322273402425,0.186276218288362,16.06,4,0.283049918749933,0.179715995566238,0.272952966473947,-0.19
IFNGR1,Interferon gamma receptor 1,-0.33,Non-significant,0.548,-1.41333763092019,0.186243320014833,15.06,2,0.283049918749933,0.179225357508734,0.272475961042955,-0.33
STAC,SH3 and cysteine-rich domain-containing protein,-0.57,Non-significant,0.548,-1.41266171143613,0.186436925793385,13.91,1,0.28322138380474,0.193814049247089,0.289286403000612,-0.57
BAP18,Chromatin complexes subunit BAP18,0.12,Non-significant,0.546,1.40998662128896,0.187204832320979,18.8,5,0.284314936561405,0.16852538599072,0.259475594303172,0.12
BNIP3,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like;BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,-0.15,Non-significant,0.544,-1.40723845859795,0.187996499243773,18.59,3,0.285444004625456,0.126193493063177,0.208106716403238,-0.15
G3BP1,Ras GTPase-activating protein-binding protein 1,0.1,Non-significant,0.544,1.40653010645522,0.188201013368202,20.41,17,0.285607949756258,0.234733702730074,0.336707713710023,0.1
RFC5,Replication factor C subunit 5,0.1,Non-significant,0.544,1.40659033311883,0.188183617525795,17.93,6,0.285607949756258,0.172838632586164,0.264533416712967,0.1
LPCAT4,Lysophospholipid acyltransferase LPCAT4,-0.19,Non-significant,0.543,-1.40498827449786,0.188646818348287,15.82,5,0.286211083119696,0.194805110889035,0.290123795904963,-0.19
POP4,Ribonuclease P protein subunit p29,0.21,Non-significant,0.541,1.40148466678867,0.189663168288347,16.2,2,0.287679304476326,0.136268466106555,0.221632906528995,0.21
