"Genes","ProtDesc","logFC","Diff_Abund","negLog10_sca_adjPval","sca.t","sca.P.Value","AveExpr","count","sca.adj.pval","P.Value","adj.P.Val"
"PARK7","Parkinson disease protein 7",-0.11,"Non-significant",1.141,-2.37548352053922,0.0380121411055832,22.36,16,0.0722743698334627,0.0643023865246034,0.111250649434526
"DYNC1I2","Cytoplasmic dynein 1 intermediate chain 2",0.08,"Non-significant",1.141,2.37497126344038,0.0380458827476789,19.52,15,0.0723152869315824,0.0786070442173887,0.13179877603692
"DPH5","Diphthine methyl ester synthase",-0.61,"Non-significant",1.14,-2.37427340325371,0.0380918967694699,15.71,2,0.0723794968480903,0.0401448052955916,0.0759146094388033
"CDIPT","CDP-diacylglycerol--inositol 3-phosphatidyltransferase",0.41,"Non-significant",1.139,2.37174235588532,0.0382592390260742,17.7,2,0.072657361381367,0.0303395059290224,0.060301933685598
"DICER1","Endoribonuclease Dicer",1.13,"Non-significant",1.139,2.37169027018013,0.0382626902255095,14.83,7,0.072657361381367,0.0492378652295014,0.0894780247429239
"ANAPC1","Anaphase-promoting complex subunit 1",-0.22,"Non-significant",1.139,-2.37145089532782,0.0382785551064166,15.99,10,0.0726641676498772,0.0501623229638126,0.0906568310864017
"NUBPL","Iron-sulfur protein NUBPL",-0.14,"Non-significant",1.137,-2.36945199813059,0.0384112850495204,17.93,7,0.0728927433091766,0.0394587629147527,0.0749285944051963
"MRPL49","39S ribosomal protein L49, mitochondrial",-0.13,"Non-significant",1.137,-2.36857319861193,0.0384697805083058,19.48,11,0.0729803434650996,0.0541961559216802,0.0965899562013801
"CSNK2B","Casein kinase II subunit beta",-0.27,"Non-significant",1.135,-2.36619201455883,0.03862871544687,19.35,6,0.0732583683651057,0.0445030153781096,0.0825727005306599
"CENPC","Centromere protein C",-0.35,"Non-significant",1.135,-2.36517914680228,0.0386965141852116,16.35,7,0.0733634330131039,0.0482097382586484,0.0880694724533568
"CHMP5","Charged multivesicular body protein 5",-0.43,"Non-significant",1.132,-2.3611509549308,0.0389672993957635,17.61,5,0.0738531423846037,0.0467173042400286,0.0859267296202205
"PCBD1","Pterin-4-alpha-carbinolamine dehydratase;Pterin-4-alpha-carbinolamine dehydratase;Pterin-4-alpha-carbinolamine dehydratase 2",0.79,"Non-significant",1.131,2.36017546040477,0.0390331515278588,18.73,1,0.0739099017353449,0.0413229216714362,0.0777055495344885
"RIN1","Ras and Rab interactor 1",-0.8,"Non-significant",1.131,-2.3602555130766,0.0390277433821146,14.06,1,0.0739099017353449,0.0416748933219738,0.078208164854462
"UPF3B","Regulator of nonsense transcripts 3B",-0.55,"Non-significant",1.131,-2.36015223380922,0.0390347207914404,14.24,2,0.0739099017353449,0.0389976636838064,0.0741720270064554
"STX8","Syntaxin-8",-0.17,"Non-significant",1.131,-2.359633803571,0.0390697635938401,17.98,8,0.0739525883508483,0.0470806642323194,0.086487516380824
"RSPRY1","RING finger and SPRY domain-containing protein 1",-0.28,"Non-significant",1.129,-2.35732324515863,0.0392263162763334,16.94,8,0.0742251721800655,0.049265326342694,0.0895004408872338
"PITRM1","Presequence protease, mitochondrial",-0.09,"Non-significant",1.128,-2.3554993573795,0.0393503253831924,18.39,24,0.0744122324360337,0.0849489758897249,0.140256911249339
"PTPRG","Receptor-type tyrosine-protein phosphatase gamma",-0.53,"Non-significant",1.128,-2.35550371049618,0.0393500289540432,15.85,5,0.0744122324360337,0.0483046014374925,0.0882155329338404
"LARS1","Leucine--tRNA ligase, cytoplasmic",-0.05,"Non-significant",1.127,-2.35399126075216,0.0394531513556666,20.1,37,0.0745684999774112,0.156940301041861,0.231979955349661
"POLE4","DNA polymerase epsilon subunit 4",-0.54,"Non-significant",1.127,-2.35391779843226,0.0394581668800532,14.89,3,0.0745684999774112,0.0439920393700493,0.0817014742475146
"HEATR5A","HEAT repeat-containing protein 5A",0.44,"Non-significant",1.127,2.35278681385028,0.0395354614014698,15.01,4,0.0746792185864822,0.0450927486229584,0.0833735013910571
"NUBP2","Cytosolic Fe-S cluster assembly factor NUBP2",-0.17,"Non-significant",1.127,-2.35267542575444,0.0395430819254708,18.11,5,0.0746792185864822,0.0292785370563034,0.0586065980250836
"PXMP2","Peroxisomal membrane protein 2",0.47,"Non-significant",1.127,2.35250685337583,0.0395546173821252,17.06,3,0.0746792185864822,0.042029718863435,0.0787242312487954
"LITAF","Lipopolysaccharide-induced tumor necrosis factor-alpha factor",1.23,"Non-significant",1.126,2.35189194411505,0.0395967235546527,16.01,1,0.0747348686675853,0.0472148745878582,0.0867071424383479
"MFF","Mitochondrial fission factor",-0.28,"Non-significant",1.126,-2.35164888156912,0.0396133793856353,18,1,0.0747424635920931,0.00128991008097884,0.00473180282030491
"MED27","Mediator of RNA polymerase II transcription subunit 27",1.07,"Non-significant",1.126,2.35044604884384,0.0396959037003099,14.91,3,0.0748742946110084,0.0493398675800921,0.0896083475971164
"FMR1","Fragile X mental retardation syndrome-related protein 1;Synaptic functional regulator FMR1",0.12,"Non-significant",1.126,2.34995920384977,0.0397293528225853,19.04,10,0.0748972813674805,0.0535360047527154,0.0957736771514019
"PIGV","GPI mannosyltransferase 2",-0.38,"Non-significant",1.126,-2.34990023062306,0.0397334064918914,18.38,1,0.0748972813674805,0.0162764680764429,0.0364802506092094
"H1-0","Histone H1.0",-0.37,"Non-significant",1.125,-2.34915244688517,0.0397848421393531,23.52,5,0.0749703538020868,0.0463377115034941,0.0853878041003346
"MED17","Mediator of RNA polymerase II transcription subunit 17",-0.17,"Non-significant",1.125,-2.3484170666777,0.0398354877664797,16.99,6,0.0750418914722255,0.038779136269379,0.0738275898667682
"GCLC","Gamma-ECS",-0.44,"Non-significant",1.124,-2.3466866862133,0.0399549064831327,17.01,1,0.0752428967729778,0.0237089179499452,0.0492230412315178
"PCTP","Phosphatidylcholine transfer protein",0.48,"Non-significant",1.123,2.34635390529902,0.0399779125599947,15,2,0.0752622680933786,0.0366340218561852,0.0705840141071467
"PDF","Peptide deformylase, mitochondrial",-0.17,"Non-significant",1.122,-2.34401508860999,0.0401399652134106,19.98,8,0.0755433123943226,0.0479824585481119,0.0877626606581694
"UTP23","rRNA-processing protein UTP23 homolog",-0.63,"Non-significant",1.121,-2.3432518059208,0.0401929898480208,15.77,1,0.0756190527601713,0.0375302790033247,0.0718662332888907
"LONP1","Lon protease homolog, mitochondrial",0.33,"Non-significant",1.121,2.34284843853259,0.0402210389463637,20.27,2,0.0756477709617401,0.0223393907368391,0.0469897529292132
"MAP4K3","Mitogen-activated protein kinase kinase kinase kinase 3",-0.99,"Non-significant",1.119,-2.33959835792072,0.0404477361566639,14.37,2,0.0760499697613537,0.0484212075043524,0.0882968407437187
"TRIP12","E3 ubiquitin-protein ligase TRIP12",-1.26,"Non-significant",1.119,-2.33916188212986,0.0404782753037319,14.32,1,0.0760832131423703,0.0484386589579366,0.0882968407437187
"RARS1","Arginine--tRNA ligase, cytoplasmic",-0.08,"Non-significant",1.117,-2.33700399816729,0.0406295866514673,21.83,42,0.0763433674870537,0.104991705814633,0.167088736768473
"BAIAP2","Brain-specific angiogenesis inhibitor 1-associated protein 2",-0.4,"Non-significant",1.116,-2.33490452724548,0.0407773293591183,16.54,9,0.0765966532755247,0.0522125532899905,0.0939889497465391
"STX4","Syntaxin-4",-0.13,"Non-significant",1.115,-2.33415214119735,0.0408304027282134,18.95,8,0.0766720066464102,0.0466276696302991,0.0858152165482053
"C9","Complement component C9",0.33,"Non-significant",1.115,2.33337634597863,0.0408851976341494,19.83,1,0.0767505439090298,0.0086044556336136,0.0216741438842451
"GAK","Cyclin-G-associated kinase",0.22,"Non-significant",1.113,2.33054323184843,0.0410859095034461,17.59,9,0.077102862839166,0.0522689808197206,0.0940371157727385
"TUT7","Terminal uridylyltransferase 7",0.66,"Non-significant",1.111,2.32825112177622,0.0412489937707633,14.07,3,0.0773843678318347,0.0483750667202705,0.0882968407437187
"WDR70","WD repeat-containing protein 70",-0.17,"Non-significant",1.111,-2.326964647733,0.0413408019103819,18.01,6,0.0775320205717052,0.040581612206464,0.0766426426510207
"RBM15B","Putative RNA-binding protein 15B;Putative RNA-binding protein 15B;RNA-binding protein 15",-0.36,"Non-significant",1.109,-2.32513137214453,0.0414719748668562,17.79,2,0.0777533825371319,0.0284760615273835,0.0573104952576627
"ATAD1","ATPase family AAA domain-containing protein 1",-0.12,"Non-significant",1.109,-2.32405272672464,0.0415493418300969,19.48,14,0.0778737585076602,0.0650062895144591,0.112337095519
"GABPA","GA-binding protein alpha chain",0.32,"Non-significant",1.109,2.32378092124909,0.041568859443118,16.98,6,0.0778856685639422,0.049601393932882,0.0899827346588817
"TXLNG","Gamma-taxilin",0.28,"Non-significant",1.108,2.32344684966938,0.0415928604036113,15.49,5,0.0779059686635544,0.0446956987919852,0.0828232619312782
"CDKAL1","Threonylcarbamoyladenosine tRNA methylthiotransferase",-0.26,"Non-significant",1.108,-2.32319123221911,0.0416112340042843,17.11,6,0.0779157188618196,0.0477551377057779,0.0875091823490518
"TBCC","Tubulin-specific chaperone C",-0.24,"Non-significant",1.108,-2.32291346360295,0.0416312087440824,17.2,6,0.0779284600249085,0.046820292150258,0.086089393615002
"C4B","Complement C4-B",0.68,"Non-significant",1.108,2.32255301554421,0.0416571429517129,16.16,1,0.0779523449858586,0.041237049874483,0.0775833462980336
"PEG3","Paternally-expressed gene 3 protein",0.17,"Non-significant",1.107,2.32104980375844,0.0417654680141336,20.23,20,0.0781056492539913,0.0617375978237951,0.107409987157717
"POMT1","Dolichyl-phosphate-mannose--protein mannosyltransferase (Fragment)",0.38,"Non-significant",1.107,2.32118475724413,0.0417557317852027,19.83,1,0.0781056492539913,0.0186131797579889,0.0406222625483883
"HELZ2","Helicase with zinc finger domain 2",0.27,"Non-significant",1.107,2.32036161138025,0.0418151519651657,15.95,7,0.0781738559803745,0.0505948995728329,0.0913549041112152
"ERO1B","ERO1-like protein beta;ERO1-like protein beta;ERO1-like protein alpha",0.28,"Non-significant",1.106,2.31908957483757,0.0419071374375755,21.98,1,0.0783210777694675,0.00200792794287619,0.00675051683977183
"STAT5B","Signal transducer and activator of transcription 5B",-0.32,"Non-significant",1.106,-2.31857577034515,0.0419443480896619,16,9,0.0783522822124336,0.0535031430175653,0.0957736771514019
"TDP1","Tyrosyl-DNA phosphodiesterase 1",-1.17,"Non-significant",1.106,-2.31849338264447,0.0419503177368582,14.06,1,0.0783522822124336,0.0495669079249382,0.0899654583410612
"XYLB","Xylulose kinase",0.18,"Non-significant",1.106,2.31816666689434,0.0419739990181582,18.75,12,0.0783717741213133,0.0571456843961281,0.100904510466097
"EIF2B2","Translation initiation factor eIF-2B subunit beta",0.15,"Non-significant",1.106,2.31757458248675,0.0420169480144651,16.79,6,0.0784272181077571,0.0378837789746142,0.0724962225720543
"DYNLRB1","Dynein light chain roadblock-type 1",-0.16,"Non-significant",1.105,-2.31638186384077,0.0421035956471558,20.01,4,0.07856416759515,0.013710638555233,0.0319366367535302
"NBEAL1","Neurobeachin-like protein 1",0.41,"Non-significant",1.104,2.31532024757896,0.0421808648043094,16.66,5,0.0786835362695772,0.0500296100254842,0.0904667417947576
"HOGA1","4-hydroxy-2-oxoglutarate aldolase, mitochondrial",0.18,"Non-significant",1.103,2.31390474716273,0.0422841051547167,18,4,0.0788512606997979,0.0218935754324507,0.0462327929456856
"FMC1","Protein FMC1 homolog",0.35,"Non-significant",1.103,2.31316404919829,0.042338225995893,17.68,1,0.0789024514071493,0.0136459768121456,0.0318137292346201
"RSU1","Ras suppressor protein 1",-0.18,"Non-significant",1.103,-2.3133397209696,0.0423253840520837,18.87,7,0.0789024514071493,0.0479057971647538,0.087649536742068
"FAM3C","Protein FAM3C",-0.15,"Non-significant",1.103,-2.31250095007948,0.0423867338636986,19.06,6,0.0789431237870648,0.03680477975328,0.0708682269602703
"MKRN2","Probable E3 ubiquitin-protein ligase makorin-2",0.32,"Non-significant",1.103,2.31254196337287,0.0423837320446893,17.22,4,0.0789431237870648,0.0433072749013297,0.0806697551023101
"PTBP3","Polypyrimidine tract-binding protein 3;Polypyrimidine tract-binding protein 3;Polypyrimidine tract-binding protein 1",0.44,"Non-significant",1.102,2.31166339784703,0.0424480805567505,17.93,2,0.079032502408525,0.0366042650077657,0.0705496534367915
"AKIP1","A-kinase-interacting protein 1",0.98,"Non-significant",1.102,2.31142531019501,0.0424655350431655,13.91,1,0.0790401292388834,0.0483993448407751,0.0882968407437187
"TMEM115","Transmembrane protein 115",0.34,"Non-significant",1.102,2.31069272290287,0.0425192855302293,17.25,3,0.0791152869441404,0.0373514563318778,0.0716862040595915
"CTPS1","CTP synthase 1;CTP synthase 1;CTP synthase 2",-0.29,"Non-significant",1.102,-2.31042073048201,0.0425392586037322,17.76,1,0.0791275677957509,0.00324900794508609,0.00997115145802613
"KATNB1","Katanin p80 WD40 repeat-containing subunit B1",-1.09,"Non-significant",1.101,-2.30965468919074,0.0425955597878399,14.4,1,0.0791877042823347,0.0497071388804051,0.0900818195269086
"UBE2H","Ubiquitin-conjugating enzyme E2 H",0.61,"Non-significant",1.101,2.3096166914851,0.0425983543570511,15.27,2,0.0791877042823347,0.0452151954724797,0.0835274154263698
"ANP32A","Acidic leucine-rich nuclear phosphoprotein 32 family member A;Acidic leucine-rich nuclear phosphoprotein 32 family member A;Acidic leucine-rich nuclear phosphoprotein 32 family member B",-0.21,"Non-significant",1.101,-2.30873857472674,0.0426629856251643,20.54,4,0.0792592574647401,0.0296188502419815,0.0591677032011495
"ARAF","Serine/threonine-protein kinase A-Raf",0.69,"Non-significant",1.101,2.3087297430563,0.042663636137434,15.45,4,0.0792592574647401,0.052136485664313,0.0938805799378393
"PIKFYVE","1-phosphatidylinositol 3-phosphate 5-kinase",0.77,"Non-significant",1.1,2.30684900398875,0.0428023844897509,14.13,2,0.079482906547915,0.0488758101974869,0.0890114401165066
"SPAG9","C-Jun-amino-terminal kinase-interacting protein 4",-0.69,"Non-significant",1.1,-2.30673393338407,0.0428108878093975,14.59,1,0.079482906547915,0.0430134451181747,0.0803379276402271
"KRTCAP2","Keratinocyte-associated protein 2",0.25,"Non-significant",1.099,2.30518387091372,0.0429255917160501,18.87,2,0.0796708676862824,0.00937131761921371,0.0232690249067929
"F8A1","40-kDa huntingtin-associated protein",0.59,"Non-significant",1.098,2.30449933266961,0.0429763419614327,15.23,3,0.0797400487255557,0.0491779444796673,0.0893965890894598
"UNC13A","Protein unc-13 homolog A",1.06,"Non-significant",1.097,2.30198558495354,0.0431632051042641,15.04,1,0.0800616566150253,0.0500418532861656,0.0904667417947576
"MGST1","Microsomal glutathione S-transferase 1",-0.33,"Non-significant",1.096,-2.30026872214804,0.0432912826737392,20.09,5,0.0802520786948416,0.0491139100491199,0.0893076231593861
"RAB5IF","Respirasome Complex Assembly Factor 1",-0.96,"Non-significant",1.096,-2.3002458386758,0.0432929922585659,15.29,2,0.0802520786948416,0.0515448462959551,0.0929566764806968
"TMEM30A","Cell cycle control protein 50A",-0.35,"Non-significant",1.095,-2.2997619892306,0.0433291551274446,19.4,7,0.0802939589380175,0.053610510861165,0.095842421043834
"MOCS3","Adenylyltransferase and sulfurtransferase MOCS3",0.31,"Non-significant",1.094,2.29814473100383,0.0434502412866569,17.15,8,0.0804931364098775,0.0544385895116761,0.0969052750122104
"MRPL15","39S ribosomal protein L15, mitochondrial",-0.11,"Non-significant",1.093,-2.2963102851517,0.0435879851579175,19.28,17,0.0807230385538022,0.072787312906671,0.123440106181935
"CHCHD3","MICOS complex subunit MIC19",-0.1,"Non-significant",1.091,-2.29399094095835,0.0437627440161523,20.39,9,0.0810144243767597,0.053700982131868,0.0958807215673696
"RAB24","Ras-related protein Rab-24",0.54,"Non-significant",1.091,2.29385896906555,0.0437727082529155,15.72,3,0.0810144243767597,0.0490371988744706,0.089222972244847
"IPO11","Importin-11",-0.39,"Non-significant",1.091,-2.29297044975517,0.0438398510581988,16.14,7,0.0811133204225648,0.0545136033669353,0.0970096213901221
"MARCKS","Myristoylated alanine-rich C-kinase substrate",-0.28,"Non-significant",1.088,-2.28910882716726,0.0441328222485327,21.76,7,0.0816132130140682,0.0536471351186713,0.095842421043834
"TIMM13","Mitochondrial import inner membrane translocase subunit Tim13",0.27,"Non-significant",1.088,2.28904583044414,0.0441376173136755,21.21,2,0.0816132130140682,0.0139814419441847,0.03239161784798
"CNPY4","Protein canopy homolog 4",0.61,"Non-significant",1.087,2.28772047934085,0.0442386148013635,16.3,6,0.081774409178278,0.0553565410881419,0.0983027171724297
"COASY","Bifunctional coenzyme A synthase",0.11,"Non-significant",1.086,2.28578924015132,0.044386183904585,19.73,14,0.0820215646981353,0.0707963053734178,0.120651422492659
"ATP6V1H","V-type proton ATPase subunit H",-0.11,"Non-significant",1.085,-2.2848349379809,0.0444592793252071,18.54,9,0.0821309883756635,0.0548494259400851,0.0975192467810949
"RAB29","Ras-related protein Rab-7L1;Ras-related protein Rab-7L1;Ras-related protein Rab-32",-0.54,"Non-significant",1.085,-2.28452448267379,0.0444830839466369,17.66,1,0.0821493157653716,0.0372606889229504,0.0715816546613953
"HMGA2","High mobility group protein HMGI-C",-0.58,"Non-significant",1.082,-2.28021273979722,0.0448149701812571,20.69,4,0.0827364051677061,0.0536392239044429,0.095842421043834
"AGAP3","Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3;Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3;Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1",0.61,"Non-significant",1.082,2.27949409905177,0.0448705181102453,15.35,1,0.0828131177973554,0.0417404774538529,0.0782567823493181
"CIB1","Calcium and integrin-binding protein 1",-0.22,"Non-significant",1.082,-2.2787851426955,0.0449253826897486,16.67,7,0.0828885217883512,0.0528479978596534,0.0948155255717312
"TRAM1","Translocating chain-associated membrane protein 1",-0.16,"Non-significant",1.081,-2.27851297915981,0.0449464620497922,19.9,6,0.0829015635750065,0.0431969385545594,0.0805789046113897
"GTF2A1","Transcription initiation factor IIA subunit 1",-0.29,"Non-significant",1.075,-2.27023416605098,0.0455922518414525,18.47,1,0.0840664861782096,0.00413264389302192,0.0120338848006942
"ARF4","ADP-ribosylation factor 4;ADP-ribosylation factor 4;ADP-ribosylation factor 5",-0.16,"Non-significant",1.075,-2.26943141385369,0.0456553452124786,21.07,4,0.0841565973901047,0.0181687674216076,0.0399051955581485
"UBE2B","Ubiquitin-conjugating enzyme E2 B",1.11,"Non-significant",1.075,2.26912107996071,0.0456797589094723,14.74,1,0.084175376352335,0.05336716141269,0.0956469856665262
"YTHDF3","YTH domain-containing family protein 3;YTH domain-containing family protein 3;YTH domain-containing family protein 3;YTH domain-containing family protein 3;YTH domain-containing family protein 1",-0.32,"Non-significant",1.075,-2.26883818644277,0.0457020248807435,17.42,2,0.084190187179128,0.0256327584250224,0.052516977701128
"FAHD2B","Fumarylacetoacetate hydrolase domain-containing protein 2B;Fumarylacetoacetate hydrolase domain-containing protein 2B;Fumarylacetoacetate hydrolase domain-containing protein 2A",-0.21,"Non-significant",1.074,-2.26781570822302,0.0457825894890872,18.83,4,0.0843123504534482,0.0334728540330332,0.0655390063909521
"ZHX2","Zinc fingers and homeoboxes protein 3;Zinc fingers and homeoboxes protein 2",-0.55,"Non-significant",1.074,-2.26750115987309,0.0458074014182333,16.6,1,0.0843317965748868,0.0393625617625323,0.0747699126641746
"CYP19A1","Aromatase",0.65,"Non-significant",1.073,2.26611299643306,0.045917056496906,14.44,3,0.0845073789400288,0.053532533158705,0.0957736771514019
"TENT4B","Terminal nucleotidyltransferase 4B",-0.4,"Non-significant",1.071,-2.26357472411011,0.0461182177467324,16.2,4,0.0848512109475795,0.0515982097512817,0.0929962251289472
"MED21","Mediator of RNA polymerase II transcription subunit 21",0.64,"Non-significant",1.071,2.26331509294245,0.0461388417353157,13.9,2,0.084862768588083,0.0499930145419169,0.090433710499701
"SMPD4","Sphingomyelin phosphodiesterase 4",-0.49,"Non-significant",1.071,-2.26246157908101,0.0462067039792336,15.31,1,0.0849611769562228,0.0358468535813739,0.0693382911542953
"MIGA1","Mitoguardin 1",0.86,"Non-significant",1.068,2.25857648596809,0.0465168239103099,15.15,2,0.0855048297848101,0.0542693346617713,0.0966912535964169
"H1-4","Histone H1.4;Histone H1.4;Histone H1.4;Histone H1.4;Histone H1.5;Histone H1.2",-0.32,"Non-significant",1.067,-2.25744842646135,0.0466072446368881,22.41,2,0.0856444305951761,0.0276650275558368,0.0558682484805072
"LARP4","La-related protein 4",-0.37,"Non-significant",1.067,-2.25644052951437,0.046688177030034,17.41,5,0.085766514587616,0.0543902680036515,0.0968483947570286
"B4GAT1","Beta-1,4-glucuronyltransferase 1",0.17,"Non-significant",1.063,2.25186157814462,0.0470575689238073,18.6,6,0.0864182604972589,0.0460311382460411,0.0849021960728882
"ARHGDIA","Rho GDP-dissociation inhibitor 1",0.15,"Non-significant",1.063,2.25080766280716,0.0471429882322553,21.3,5,0.0865214210205505,0.0303244532330204,0.060301933685598
"ITPA","Inosine triphosphate pyrophosphatase",0.19,"Non-significant",1.063,2.2508481934163,0.0471397004843937,19.37,8,0.0865214210205505,0.0568964763317698,0.100614599657825
"COMT","Catechol O-methyltransferase",-0.1,"Non-significant",1.062,-2.24997814028223,0.0472103257376363,20.79,16,0.0866181387254554,0.0808250796374853,0.134829996113617
"XYLT2","Xylosyltransferase 2",0.66,"Non-significant",1.062,2.24971983535288,0.0472313128827326,14.27,1,0.0866297824944602,0.0465981323529226,0.0858128201320217
"MPRIP","Myosin phosphatase Rho-interacting protein",0.14,"Non-significant",1.062,2.24941183932013,0.0472563491613361,16.62,19,0.0866488435040676,0.0721915407544976,0.122549411325183
"RNF20","E3 ubiquitin-protein ligase BRE1B;E3 ubiquitin-protein ligase BRE1A",-0.21,"Non-significant",1.061,-2.24702632799302,0.0474506955460306,16.86,13,0.0869782421145797,0.0633539556295079,0.109802388828295
"TRAPPC1","Trafficking protein particle complex subunit 1",-0.19,"Non-significant",1.06,-2.24618508400866,0.0475194148249208,17.71,5,0.0870772305726406,0.0426962618055075,0.0798210998746249
"APOH","Beta-2-glycoprotein 1",-0.34,"Non-significant",1.06,-2.24567071360137,0.0475614797974051,17.69,4,0.0871273300189616,0.0505880094558845,0.0913549041112152
"ERGIC3","Endoplasmic reticulum-Golgi intermediate compartment protein 3",-0.16,"Non-significant",1.058,-2.24346576710268,0.0477422062483898,17.71,7,0.0874313322103753,0.0522815464351356,0.0940371157727385
"MAPK8","Mitogen-activated protein kinase 8",0.88,"Non-significant",1.058,2.24220379992246,0.0478459397886064,14.52,2,0.0875941911290792,0.0560283762180823,0.09931692692702
"MRPL55","39S ribosomal protein L55, mitochondrial",0.19,"Non-significant",1.057,2.24095624689319,0.0479487019033839,18.46,4,0.0877280362283002,0.0308077993304295,0.0610890578546084
"NME6","Nucleoside diphosphate kinase 6",0.27,"Non-significant",1.057,2.24095766979939,0.0479485845762423,17.28,3,0.0877280362283002,0.0338107202440793,0.0661348865071792
"LETMD1","LETM1 domain-containing protein 1",0.5,"Non-significant",1.056,2.23966206133769,0.0480555298459475,16.25,3,0.0878963122406403,0.0527313163401131,0.094663591864214
"PEX5","Peroxisomal targeting signal 1 receptor",0.33,"Non-significant",1.056,2.23938944951123,0.048078061674671,16.2,5,0.0879103494836306,0.0547493698526377,0.0973998861750022
"ZPR1","Zinc finger protein ZPR1",-0.2,"Non-significant",1.055,-2.23807167503549,0.0481871215088751,17.09,7,0.0880825449391456,0.0558074397526475,0.0989845986260237
"PRMT5","Protein arginine N-methyltransferase 5",0.1,"Non-significant",1.055,2.23754102028475,0.0482311060795043,20.28,20,0.0881357179346594,0.0880254688945325,0.14443890722378
"TBC1D23","TBC1 domain family member 23",0.32,"Non-significant",1.054,2.23594930457683,0.0483632712155703,17.41,8,0.0883499462125747,0.0601673712999981,0.105235097836857
"GRB2","Growth factor receptor-bound protein 2",0.13,"Non-significant",1.053,2.23464286215001,0.0484720097168457,19.5,10,0.0885212597205482,0.0634522935858818,0.109908437104117
"ATP1B1","Sodium/potassium-transporting ATPase subunit beta-1",0.1,"Non-significant",1.053,2.23443663114572,0.0484891963403265,21.74,14,0.0885253238956223,0.0786658122905745,0.131856953956838
"TRIAP1","TP53-regulated inhibitor of apoptosis 1",-0.7,"Non-significant",1.053,-2.23375818659203,0.0485457771142436,16.16,2,0.0885914280654896,0.0542908051100426,0.0967003894750518
"VHL","von Hippel-Lindau disease tumor suppressor",-0.86,"Non-significant",1.053,-2.23364348562259,0.0485553491999971,14.18,1,0.0885914280654896,0.0534728857141057,0.0957624288045894
"PEX2","Peroxisome biogenesis factor 2",-1.05,"Non-significant",1.052,-2.23296213436418,0.048612247146218,14.15,1,0.0886678996190419,0.0561831047811419,0.0995315661646757
"SART3","Squamous cell carcinoma antigen recognized by T-cells 3",-0.08,"Non-significant",1.05,-2.22988566562938,0.0488699554140109,19.6,24,0.0891104857271811,0.10224825948685,0.163337729855208
"TMEM126A","Transmembrane protein 126A",0.15,"Non-significant",1.05,2.22930894676108,0.0489184118581444,18.35,7,0.0891713625892299,0.0529572694270438,0.0949827715064619
"ALDH3A2","Aldehyde dehydrogenase family 3 member B1;Aldehyde dehydrogenase family 3 member A2",-0.16,"Non-significant",1.049,-2.22749900226692,0.0490707854376658,19.63,18,0.0894215698905662,0.0707417142923953,0.120593121137454
"TRRAP","Transformation/transcription domain-associated protein",-0.19,"Non-significant",1.048,-2.22691798501498,0.0491197962151004,17.5,21,0.0894833233389006,0.0693189116249052,0.118577623615081
"WDR91","WD repeat-containing protein 91",0.2,"Non-significant",1.048,2.22658379465795,0.0491480076357111,18.05,9,0.0895071594892283,0.0614952052523927,0.107145797844054
"GSKIP","GSK3B-interacting protein",-0.36,"Non-significant",1.047,-2.22430674885564,0.0493406448251193,16.84,3,0.0898027054537777,0.046580273789821,0.0858080572896547
"SAE1","SUMO-activating enzyme subunit 1",-0.12,"Non-significant",1.047,-2.22440144930127,0.0493326187505457,18.98,11,0.0898027054537777,0.0679577110326279,0.116620004692593
"SRM","Spermidine synthase",-0.12,"Non-significant",1.045,-2.22217187202246,0.0495219140315765,20.42,8,0.0901049093864817,0.0557769728375707,0.0989602243717858
"ARRB2","Beta-arrestin-2",0.3,"Non-significant",1.044,2.22019839733885,0.0496900482829929,16.19,4,0.0903830358716475,0.0498529936268055,0.0902355959895405
"ISCA1","Iron-sulfur cluster assembly 1 homolog, mitochondrial",-0.24,"Non-significant",1.044,-2.21936774548867,0.0497609813841209,17.51,3,0.09045644450072,0.0288301440910085,0.0579246052925287
"TK2","Thymidine kinase 2, mitochondrial",1.13,"Non-significant",1.044,2.21950125099974,0.0497495741855799,14.75,1,0.09045644450072,0.0581795643469,0.102345784828031
"GAPDH","Glyceraldehyde-3-phosphate dehydrogenase",-0.09,"Non-significant",1.043,-2.21884664570154,0.04980553011913,24.71,21,0.090486474116631,0.0912786046110197,0.14845945670242
"ROS1","Proto-oncogene tyrosine-protein kinase ROS",0.48,"Non-significant",1.043,2.21881675975661,0.0498080862257676,19.3,2,0.090486474116631,0.0479043257413036,0.087649536742068
"C2CD5","C2 domain-containing protein 5",0.18,"Non-significant",1.041,2.21530117922494,0.0501096507721645,17.62,8,0.0909784607606314,0.0600097597685024,0.105083678174084
"NKAP","NF-kappa-B-activating protein",-0.33,"Non-significant",1.041,-2.21541854502188,0.0500995549469465,17.15,4,0.0909784607606314,0.0526194484363875,0.0945201203394368
"B3GNT2","N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2",0.35,"Non-significant",1.04,2.21316116185064,0.0502940785842486,15.58,3,0.091285295393558,0.0470165327399817,0.0863965292616372
